review_id,book_id,user_name,review_text,rating,timestamp
490,10803536,martinuskowal,I received a copy of Dry Ice from the Amazon Vine Program and looked forward to reading it. It sounded like my kind of book - a scientific thriller. The story started out a bit slow with a lot of detail but stick with it and the thrills will come. The writing seemed a little disjointed at times probably because there are two authors. Overall I enjoyed it. The premise is intriguing with enough action to keep the pages turning.,1,1961-09-21 13:33:04
491,6670541,superw,Very readable but not as interesting as the others I've read in the series.,4,2001-10-02 07:26:06
492,184859,habe739,Great ending to the series!,3,1956-11-28 07:48:45
493,27384500,neelaeva,I want to say to thank you to the author for writing a great debut book this had me guessing right to the very end. When the killer was uncovered I still couldn't believe it. I think this author has got a lot to answer for scaring me and keeping me up most nights (even making me wake up early in the morning to read some more lol). Can't wait to see what happens in the next installment of this series :D,4,1956-04-08 16:07:21
494,18338465,panjan,I took a while to finish this book but it was one of those books that makes you think about even when you've finished them. 4.25 stars!,3,2019-11-06 09:35:19
495,25435220,j1opus,Good book. Kinda felt bad for Angie and all she's been through. Man...Joseph could he be any more sweet and perfect? Of course he screws up once or twice lol. Thats a male trait though so hey. It was a sweet story and I enjoyed it.,3,1964-10-22 13:50:52
496,18338465,matveev74,The bomb. Ha I know I sound like pubescent teen but that is one of the first words to come to mind. I mean gosh this book was so well done. There wasn't one thing I'd change. It was well written the story flowed. I liked the both the hero and the heroine. I mean how many times can we say that? I don't know about you but for me hardly ever. So yeah I loved it. Every minute of it.,1,1968-11-12 09:27:30
497,23626289,kfgjxrfdthecmrf,Sooooooooo nun habe ich es doch endlich geschafft auch Band 3 der Lux-Reihe zu beenden... Dieser Band konnte mich streckenweise nicht so ganz gefesselt bei der Stange halten wie die ersten beiden Bande denn er hatte eindeutig ein paar Langen - also eigentlich ein typischer Mittelband. Gefreut habe ich mich umso mehr um einen Protagonisten der ab Band 3 eine Rolle spielt und den ich vorher "unbekannterweise" irgendwie vermisst hab! (Ihr versteht wenn ihr das Buch gelesen habt! *seufz*) Und auch wenn "Opal" seine Schwachstellen hat so flasht einen der verdammte Cliffhanger am Ende doch formlich weg.... *Boom* Ich bin am Boden zerstort....,1,1964-01-07 01:53:46
498,12349665,qbuenicimo18,The pieces are falling into place for the ultimate showdown with the Friend. This volume is chock full of important revelations but I sense that there is still a huge twist to come.,1,1990-09-15 07:47:36
499,12349663,maxguk,Yabuki Joe may have a new name but he still has the same driving will to be a good guy--a hero showing that music and art have the power to rally people to overcome evil. Some of the plot in this volume seemed a bit more contrived than usual for this series (which is saying something) but at this point we all want the conclusion to get here sooner than later and the contrivances helped facilitate this. The pieces are almost in place for the final showdown.,5,1989-11-07 05:33:51
500,18777580,disinter,I am at a loss as to how to rate this book. No surprise the writing is quite lovely and it gets at the core of a lot of emotionally resonant issues. And the female friendship are wonderfully complex. But I felt like Sam was far more thoroughly developed than Nina and while there's resolution to her backstory especially as it relates to her parents I hope it would be more extensively explored. I also have issues with chickens due to our neighbors having a smelly gross noisy urban chicken shack abutting our property and chickens do play a role in this story. ;) If you liked the first book in this series you'll like this one and it shares a similar quiet tone.,1,1952-02-28 10:54:23
501,18338465,hlyubovjbuh1983c,!!!!!! 5-MIND-BLOWING STARS!!!!!!! this was an incredible and original love story that seriously blew me away. Definitely one of my favorites I've ever read in my life.,4,2017-04-22 16:13:49
502,18338465,eduardherzog,Ohhhh this one was amazing! 4.5 stars,1,2011-10-14 18:48:41
503,18338465,roledog,2.5 Stars Im giving this 2.5 stars as Goodreads has 2 stars as an ok read. I didn't enjoy this as much as I thought I would. I just wasn't taken with it. It was a great story line but I felt that Haven adjusted way to easily. Even though I wasnt captivated I will read the follow up to finish the story.,2,1990-05-02 14:16:55
504,2093969,doregon,I got this book from the library because it has an introduction written by Neil Gaiman. And I trust Neil Gaiman's taste. With good reason. This book felt like immersing one's self in words. It was thick and luscious and fantastical. It's a fairy tale but it's a lot more. I really really enjoyed this book.,1,1978-11-28 23:36:00
505,27212725,PAULBELL,What a lovely sweet sexy story from AM Kurylak. It was a really lovely story which had me turning the pages all the way through and by the end I was left wanting more! In this book we meet Jenna Harris. She is struggling through life at the moment and although gets on with things day to day her hopes and dreams of having a family have been dashed by a medical diagnosis which has the potential to affect her fertility. After her previous long-term boyfriend who she had hoped she had a future with left her she's holding out little hope for her dream. However she is trying to move on with life and at least have some fun. Her best friend is a brilliant character who really helps and supports her. We also meet Cole Jackson. He's a real life American Cowboy - just like Jenna has read about in her romantic books! And SWOON - Cole is lovely! He's such a gentleman handsome and loves what he see's in Jenna. But he is only here on holiday visiting family... Jenna has a serious lack of self esteem - she is not confident in her body at all yet Cole thinks she is beautiful. This story takes us on a ride with Jenna and Cole as they learn about each other. It's hot romantic and lovely. A few times Jenna irritated me and I wanted to give her a little shove in the right direction. But this book was very realistic and true to real life situations! Read this book and discover Jenna and Cole for yourself. Can their love survive the secrets the pasts and the walls which have been built around their hearts? And can it survive the distance? Overall I found this story a little predictable but lovely none the less. AM's writing style was good and I enjoyed the way the story flowed. Personally I would have liked a little more at the end maybe with an epilogue a few months or even years down the line but that doesn't take anything away from this sensitively written sexy and touching tale! A great debut novel from this author. **** 4 solid stars ****,4,1981-03-18 00:47:32
506,18528666,teddybal65,As always I don't rate my own stuff. Of course I like it I wouldn't have written a story I didn't enjoy. I think I'd mentioned at some point that this was one of my favorite stories I'd written in the past year or so. By now I've read it so many times that I have no idea about its quality. But for whatever it's worth I do still have a great fondness for it.,4,1996-04-16 15:52:24
507,18338465,awpebash,I never read this as a fic....I don't even know why I waited as long as I did to read it to begin with. I've read every other book J.M. Darhower has written this one I kept putting off....Now I could kick myself in the ass for waiting as long as I did. This book was brilliant it was amazing....at times I wanted to kick Carmine's ass for being suck a prick and others I wanted to take him into my arms and comfort him. Haven owned me from the word go my heart broke for her in so many ways I can even fathom what she went through. Vincent....I both loved and hated. How conflicted he must have been with raising his boys Maura and his lifestyle in general. I'm a huge fan of J.M. Darhower she's an amzing writer and I can honestly say I've never been disappointed by any of her words....they make me crave more. I immerse myself into her stories as they play out in my mind I can't ever get enough.,3,1983-09-19 22:44:16
508,15710450,cinini2000,I'm fascinated by these illustrations which are both in the style of Rousseau and simplified and narrative enough to tell the picture-book story of his life. Don't miss the spread with famous people of his time at a party - there's a key in the back to identify them all.,1,1953-10-27 06:29:32
509,13331150,BigLar,Given the reader reviews of this book not to mention the overly pompous introduction (note to self: stop reading the damn intros!) I was expecting not to like this book but decided to slog through it anyway to fulfill my challenge category for the Booker award winner. I'm not exactly the high-brow reader - I read for escapism and enjoy vampire teen romance as much as the next old lady - so it came as a pleasant surprise when I found this book to be absolutely hilarious. Your mileage may vary.,4,2014-07-16 19:51:31
510,3312548,bakbaura,Cokie Roberts has been one of my favorite journalists for a long time now and her writings about the women of early America shows her at her best. She has clearly done extensive research to prepare this book and most of the sources are primary. She quotes letters and journals of the women commenting on a wide-ranging set of topics. One minute the women are discussing the politics of the day and the next disparaging the dress worn by a certain lady to a ball. It's all quite enjoyable. It has made me want to pursue other books about these women. And as Ms. Roberts narrates her own book it was a real treat.,1,1967-01-01 22:03:29
511,1662762,magometmerzoeva,Funny and baseball a winning combo.,2,2017-06-20 12:50:29
512,11827783,kawboy88,This wasn't a bad book. I'd say perhaps even a 3.5. Nothing amazing with the art or the story tbh but certainly nothing sub-par. I'll knock off the follow-up tomorrow.,5,1984-03-28 17:20:31
513,25436132,farzi,Une fin comme on les aime une serie vraiment sympathique et bien ecrite de supers personnages...vraiment tout ce qu'il faut...,4,1952-07-02 17:32:06
514,9701862,goldbond,Imperdibile per chi ama scrivere. Consigliato anche per chi ama leggere.,4,1969-06-02 09:13:28
515,23626289,chrisgbee2,I acctually thought this was a good book it started well and Daemon and Katy had a good and solid story! But i think this book had a little too much drama in the relationship department and although i liked that Katy was more aware of her feelings than in the previous two books i did not like the fact that there was too little action. I loved the ending which definitely lifted the book! Lastly ... how ... Jennifer ... how could you give us such a heartaching ending! 4/5 heartbreaking stars,2,1985-01-03 17:01:53
516,18338465,edivaldo,Su an yikildim. Hayal kirikligina ugradim ve uzgunum. Soz konusu J.M. Darhower oldugunda beklentim allahuekber daglarina ciktigi icin bu kitap beklentimin ceyregini bile karsilayamadi. Carmine her seferinde Haven'i sevdigini soyleyip bir sozuyle onun kole oldugunu hatirlatti+bir sekilde kizi surekli kirdi. Dr. DeMarco cok sinir bozucuydu ve son sayfaya kadar icimi sikti. Haven bana cogu zaman kendi dusunceleri yokmus gibi hissettirdi. Ki bu bence cok uzucuydu.,5,2014-04-17 19:40:54
517,23626289,des1gnxmas,ICH MUSS WEITERLESEN!!! OMG dieses ENDE,5,2007-10-10 18:48:13
518,27384500,albovis,When quirky Journalist Freddie connects with uptight Police Detective Nas; her childhood friend she ends up being drawn into the case of the hashtag Murderer who uses Twitter as his platform to taunt and kill. The dynamics of Freddie and Nas crackle along in this fast paced book and we slowly uncover why they are so awkward around each other and why they lost contact. It really does make you think how much of our lives we give away to Social Media and how traceable our movements can be. I'm now reading the second in this series and so far its just as gripping as this one.,3,2000-02-27 23:55:22
519,18588529,forauth,Ghost In The Kitchen Deborah McClatchey A great book to pickup especially as Halloween is around the corner. A ghost in the kitchen is not what you expect to find when moving house. A super horror read complete with ouija boards and spooky bumps in the night. Excellent ghostly horror.,3,2005-10-27 15:04:30
520,801226,anapolack,This gives a great overview of about every mental illness imaginable. Geared towards mental health professionals it lists symptoms treatments etc.,1,1998-01-01 00:31:32
521,18338465,Antonieth15,Rating: 4.5 stars Really raw and powerful. I enjoyed the psychological aspect of it...the fear desperation and bleakness of that world. I freaking loved seeing Haven developing into her own person...learning to maneuver life and love and her freedom. The journey she took was just amazing. At times I cried so much and at other times I laughed like crazy because Carmine can be so funny! Definitely a new favourite.,3,1977-08-20 07:44:05
522,184859,snakanam,I wish there was a genre named "living life" or "relationships" rather than "romance" where Down by the River will be put. Ms. Carr puts so much grit so many hurdles of life in her books that I can proudly recommend her guys to gals and most happily to readers of "quality" literature. Just to whet your imagination a couple of the secondary protagonists cope with the situation of the woman / mother being the breadwinner. Down By The River has a couple nice plot twists but it isn't suspense or erotica nor are any bodices ripped. It is a good story about living real lives.,5,2019-02-02 12:30:42
523,2093969,3ziazila,I can't wait to read this book. I just heard the few few pages read on NPR and it was fantastic.,2,1976-04-27 11:54:10
524,2168737,242233,Once again Dan Slott proves that he is one of the few creators who really gets these characters and that he understands that above all else superheroes are supposed to be fun. He writes stories that are light and silly without ever letting them devolve into outright stupidity all while making it look completely effortless. Unfortunately he does go to great lengths to make sure everything maintains the status quo but that's a problem that is sort of endemic to the genre as a whole. For instance Slott jumps through a lot of hoops just to get Ben Grimm and Alicia Masters back together (a plot thread that is resolved far too easily) when it might have been much more interesting to just keep them as friends. Either way this is still a fun and exciting read and it features some gorgeous dynamic art.,1,1995-06-10 23:49:35
525,34007038,tlgredman954,This book was ok but I missed that connection with the MC. I really had trouble getting into the story. It was an interesting take on paranormal creatures. I think if I had liked the characters more and the story pulled me in more than I would have enjoyed it so much more. Overall it was an ok read.,4,1996-11-30 11:08:28
526,18338465,armanserow,Things I liked about the book: - Nicholas and his corny jokes. At one point I just started looking forward to a scene of whenever he'd pop up again. He brought much-needed humor to this book and it's a pity nearly all of them ended with Carmine punching his nose out. What happened to his character was a travesty. I uttered a small "No!" and was the closest to being emotionally moved. However closest doesn't mean I was actually moved. -Authentic use of Italian. Way to sch-mooze a girl! We even got an Italian lesson. Very small one about how words are altered to masculine and feminine depending who you're talking to. Nice detail! Most authors would plonk lines straight out of google translate and declare themselves done. - The first half to 3/4 of the book. Haven's trauma was beautifully handled. From going to a "slave" mindset to experiencing the world outside for the first time. The romance between Carmine and Haven was touching at parts if not generic. I'll talk more about that later. -The writing. Things I was't so crazy over: - List of memorable romances this ain't. If you were to ask me in a week's time to recall the main two characters in this book - I might struggle. Just a little. It won't even enter my top ten of romances I've read the past month. Purely because the romance is sub-standard (but still good) in a world so richly brought to life. The author did her research. She also knows her grammar. These two have served her well enormously. It's basically traumatized girl meets boy. Boy falls quick and deep. He changes his whole man-whore ethos. Has anger issues which are never dealt with and perhaps he's too possessive to his own good. Every-time he was laying into poor Nick I was firmly on Nick's side. - This book went on for 100 pages longer than I would've liked. It went from quite a dynamic world to suddenly being inserted into "The Godfather." All the posturing and staging a rescue for Haven after being kidnapped by the "Russians" by Nunzio - was that bit researched? Really? I felt like I was watching a B-movie (not that The Godfather was a B-movie.) Like all of it came straight out of watching films than any real experience. But then who has experience of being stuck between two rival mobs? Not the average person I'm sure. Overall I can understand why people are swooning over J.M. Darhower.,4,1966-05-24 20:50:55
527,18338465,altindish,My absolute very favorite mafia read!! This is just the beginning of the story but it will capture you and before you know it you are locked in the clutches of the emotional roller coaster that these characters experience! I'm an avid reader and have read thousands of books but this story captures me so completely that it is definitely one of my too ten favorite reads!! One I will read over and over!!,2,2004-08-19 08:46:06
528,2093969,mirashi99i,Great bad guy (who wears an eye patch on one eye and a monocle on the other!) great good guys ("Golux ex machina!") and a great story. I'll definitely be reading more Thurber after listening to this.,1,1970-05-28 10:29:26
529,18777580,cgrimes,What I liked most about Laugh was Sam. He's a guy that pulls you in while pushing you away. He was such an ass in the previous book in this series and Laugh made me see him in a completely different light. When Sam meets Nina all sorts of sparks fly between them. There is some serious heat between them from the start. Their connection is not just sexual and Nina understand the heart of Sam in a way no one else does--it's the sort of connection that soul-mades are made of. Although she resists him for a while it isn't long before these two are steaming up the sheets. Sam is still Sam though and before long he messes things up and not just with Nina. He's not on such good terms with his brother or sister either. I love the Burnside family dynamic in this series -- it's messy and real. Laugh is very much Sam's story about his journey of understanding himself with the help of a good woman. If you've read Mary Ann Rivers you know you get very close to the characters thoughts and feelings and I loved the way that Sam worked through what he wanted in life. I could relate to his tendency to beat himself up to be impulsive to love his family so much that it just comes out wrong. Where he ends up at that end of this book is pure joy. I like this series. I can't wait for Paul's book! ARC courtesy of publisher and Netgalley,1,1977-11-08 23:22:58
530,29237614,willardc1,I really love the supernatural suspense of this series. I didn't really notice it in #4 as much but with this one i did. We spend a lot of time building and building and then when we get to the end and I feel like there is a lot unresolved. I need more info on what happened. Like a balloon slowly filling then "pop" and we're done.,2,1993-09-28 09:44:44
531,15710450,hest66,There are two things that make this book stand head and shoulders above many other works: the clear evocative concise writing AND the stunning imaginative lush illustrations. I found the subject matter intriguing and significant. Although I was quite familiar with the famous imagery of Henri Rousseau there was so much about his life that I DIDN'T know before I read this wonderful book. I HIGHLY recommend it to parents teachers and art appreciators of all ages! -- H A L,4,2015-04-05 12:32:21
532,18488643,marinache86,For five years Jade Phillips has always met her objective Using sex to acquire what she needs from her target Jade has been able to live a life you can only dream of. Now tasked with a new target CEO of a weapons company Oliver Kirkham but Oliver may just be the mission that she could possibly have second thoughts about. It was supposed to be one night it was never supposed to develop into something more. Can a woman who is used to walking away betray a man she is falling for? The first in the Seductor series by B.L. Wilde. I thought this was provocative and unexpected. An original story that is quite unique and has an ending you don't see coming.,5,1956-10-12 06:23:01
533,25822224,THROTTLE,Reviewed by Kelley Austin for QUEERcentric Books 3.5 Stars 'Plaid Nights Anthology' edited by Andrea Dalling ReviewThe Plaid Nights Anthology edited by Andrea Dalling is a collection of stories that share the theme of the plaid kilt either in homage to Scottish heritage or just for the fun of it. They are all M/M romances and the men vary from brawny highlanders of long ago to creatures of the dark. The stories in Plaid Nights cover many genres from contemporary to paranormal. It doesn't matter if you like your stories sweet or you prefer something a little darker you will surely find something tasty in this anthology. Plaid Nights starts with "Tossing It" by Rob Rosen. College friends Greg and Tom find themselves at a highland festival together and then find themselves under the kilt of the winner of the caber toss. If you're interested in the paranormal "Sir WW" by Angelique Voisen introduces a time-travelling vampire who has a taste for ropes. "Feumaidh Mi Ruith (I Have to Run)" by Missouri Dalton gives us a thief named Cary who steals from the wrong guy--but maybe this doesn't turn out to be such a bad thing. Also in this genre is "Kilt in the Closet" by Logan Zachary where Jeff asks a real estate agent for his help to solve the mystery of the kilt-wearing ghost in his closet. Read Kelly's full review at QUEERcentric Books,2,1950-07-14 11:50:59
534,12369705,sethpinas,"I will read this book because of Goodreads First Reads." "I received this book for free through Goodreads First Reads: Earthbound (Book 2)",4,1979-02-02 17:06:16
535,27384500,ksyushakostko,Fantastic modern day thriller. Great read for social media users especially. The police are a little too dim in regards to Twitter but I really enjoyed it overall and it highlights just how social media can be used in a disturbing manner. I really liked Freddie and Nasreen so looking forward to the next book Are You Awake.,1,1951-10-13 01:45:28
536,18777580,tetsukun1st,The love scenes were nice and steamy and the emotion felt very real. I really liked the unusual characters but there was a bit too much narrative for me. Even in the middle of a conversation a character's mind would wander or reflect and I couldn't help but think "dude are you going to answer her question?" I loved getting to know this family and will look for the first and the next in the series!,5,2016-08-28 12:06:07
537,18338465,kotek1311,what a loooooooong read!!!! Omg I loved this book so much. Everything about it CARMINE AND HAVEN most especially. Bye I'm jumping to the next book..... see ya on the other side :),5,2007-09-26 21:53:10
538,18338465,daoneny,DNF about 50% Maybe next time.,2,1993-05-09 12:24:22
539,21793365,1960ChevyBelair,This was another good surprise from this book. I am not sure why expect with this book and the fact is when I started to read I haven't clue of nothing because I forgot read the plot. This book is a bit dark or some dark because has dark feelings and pretty bad situations. I don't want spoil nothing but gor me Andra is a fighter and well Julian he is complicated for me and the things close to the end of this book were a shock for me I wasn't expecting something like this. Great book. This author is great and more people should be reading her books. 5 STARS!,1,1967-05-29 16:16:21
540,1810533,21vicki,I was disappointed in this book. I couldn't like the characters as they came off as a group of adult spoiled brats. The only somewhat likeable character was the local parish priest.,3,1974-09-28 08:04:28
541,6670541,cy8,Detective Inspector Singh is back in Singapore investigating the murder of a senior partner in an internatiional law firm. His nagging wife and needy Sikh relative provide humorous foils as he attempts to solve an increasingly sticky crime... Fun!,3,1969-03-06 11:58:40
542,32606520,ilyinston4ik,I received a copy of this book in exchange for an honest review. This was a really good book. I liked the setting in Texas and the southern feel. The bull riding was fun and new for me as a reader. The one thing I absolutely loved more than anything was that the main character Kanen is Native American. It was so great and refreshing to have a book with dynamic characters and to talk about the heritage and racism of Native Americans. I felt an instant connection to Chastity. Her story was so sad and I wanted her to get everything she wanted and deserved. The instant connection between Chastity and Kanen was so sweet and heartwarming. The sexual tension the tender touches and the confusion of the feelings brewing in their hearts. It had the sweetest ending ever. Really enjoyed this book as I am surprised to find that I enjoyed a sweet western romance.,4,1955-03-23 01:50:02
543,29237614,mzmccray,Otherwordly ghastly unsettling and REALLY good! :),5,1984-08-01 21:22:51
544,5949376,kazakova81,This was one of the better Christie works that I have read so far. I found the mystery to be quite clever and there were enough red herrings to keep the secret of who the culprit was right up until the end.,4,1960-04-10 00:03:10
545,18777580,elenkamadlenka,Sam Burnside is a doctor who works too much and worries about his siblings too much. He's driving his partner in a new health clinic crazy so she sends him off on errand to volunteer with a local farmer and build some goodwill in their community. Nina Paz is that farmer and the chemistry between the two of them is immediate and electric. The thing is they both have some pretty serious issues they're dealing with. Sam's got some crazy ADHD and a way of pushing away the brother and sisters he loves so much. Nina is ten years out from the death of her husband. She's distanced herself from her family and built a new one made of a tight knit group of friends but she's still dealing with her losses. This was a hard read for me. Not hard emotionally but I had a hard time connecting to the characters. Honestly it seemed to require a lot of reading between the lines to understand what was going on and how the characters were feeling. That's something I've really enjoyed in the previous books I've read by Mary Ann Rivers but I struggled with it in this book. Additionally both Sam and Nina have lives filled with really tough and sad situations. I know they took hope from their relationship and each other but it was pretty depressing to read. On the other hand it's full of one liners that made me laugh - the dialog is hilarious! The characters are believable. Sam's ADHD was very interesting to read about. It wasn't a mild childhood thing that passed with age but something he continued to struggle with and cope with. That read very real to me. He's impulsive and blurts things out and this causes him problems in his relationships. Watching Nina come to understand this was very sweet. I'll definitely read more Mary Ann Rivers and I'm thinking the dark tone of the things Sam and Nina were dealing with was just too much for me in this story.,1,1970-10-18 09:01:45
546,15710450,BethBZ1,Continuing my children's book series this is hands down one of the best for art. Markel has really gorgeous illustrations in this book and kids will go crazy for their vibrant relatable depictions. Henri Rousseau's story will be inspiring for the grownups reading; his better late than never story of landing in his favorite career and following his passion despite limited success is truly inspirational to anyone who doesn't already feel they are living their dreams. Loved learning about Rousseau and loved this book!,3,2008-08-12 08:06:06
547,18338465,hillbillytattoo,Loved this book  two people from two different worlds completing each other . I love to see the change happen in a bad ass manwhore all because of a sweet woman . A look into the mafia and human trafficking nice to read about a little different subject matter . Started and read the second book right a way,4,1975-08-31 20:01:22
548,23626289,stalkerigor2,Nein! Nein! Nein!!!!!! Das darf nicht so enden *heulen*,5,2021-04-25 21:38:50
549,1133518,dammpill,I'd like to hug Herr and Anderson for writing this book. I have been plagued by all kinds of doubts and insecurities running around calling myself a "poor-excuse for a grad student" because of my commitment to prioritizing my work on-the-ground. I've read plenty on the various strands of Participatory Action Research (PAR) and done some reflection but I still felt muddled. The book speaks directly to doctoral students who embrace an action research paradigm. For me every page was like a sigh of relief: the clear framework to understand different approaches to PAR concrete examples from other students who have "done it" and practical advice -- everything from dealing with dissertation committees to approaching IRB. I had gotten pretty far in thinking about my dissertation approach based purely on intuition and cobbling together my own reading but this book gave me tools to organize my scattered thoughts. It's going to be a lot of work but now at least I know better where I'm going.,5,1961-10-20 15:21:50
550,25435220,jariheikkila,a little story some romance some sex. happy ending in short story.,3,1965-10-25 03:32:39
551,11827783,vasemann,an interesting twist to an old story. promising.,5,1973-04-02 12:36:02
552,184859,oyster33,I did not enjoy this book as much as I did Ms.Carr's Virgin River series. The characters are well drawn. and sympathetic. As usual she assembles quite a cast of characters and several interesting plot points but it feels like this was her apprenticeship and she was still polishing her skills. It was ok but not great. Enjoyable but not as satisfying as her Virgin River stories..,3,1958-09-11 09:27:54
553,13331150,littlerosepa,ebook version,4,2010-07-24 19:55:06
554,23442272,sileas,Sono stata tentata piu di una volta di mollare la lettura e solo alla fine ho trovato qualche spunto pur trovando il libro faticosissimo e frammentario. Katja Petrowskaja ci porta con se nella sua ricerca delle radici nella ricostruzione della vita e delle disavventure dei sui antenati attraverso l'europa tormentata del XX secolo attraversando eventi storici quali la rivoluzione Russa i pogrom due guerre mondiali e la disgregazione della Unione Sovietica. La storia della famiglia intreccia la storia di Polonia Ucraina e Russia e tocca da vicino l'intero centro Europa sulle tracce di radici distanti. Non un diario non una narrazione "storica" ma un ripercorrere storie e fatti in un continuo avanti e indietro seguendo non una narrazione organica ma il percorso di ricostruzione e scoperta dell'autrice. Nel suo continuo mescolare luoghi persone epoche ed emozioni io mi sono persa e non ho apprezzato nulla del libro. Non la storia non la ricostruzione non lo stile narrativo. Troppo frammentario e faticoso per me e non e bastato riannodare quelche lieve filo verso la fine del libro quando la narrazione sembra stabilizzarsi per togliere la sensazione di un viaggio su un mare uin burrasca che lascia lo stomaco in subbuglio ed impedisce di focalizzare l'attenzione su qualunque evento o dettagli.,5,1978-08-27 08:36:17
555,6531819,lordlion20,Agatha Christie is awesome. This book was written 45 years before I was born and it felt fresh and real. It was one of those page-turners where you neglect your friends and relatives in order to stay in the imaginary world conjured up by the magician with the pen and paper. And so it was on the August long weekend that I found myself neglecting my poor husband in order to find out who the killer was. And it was so satisfying. I don't regret it. He's a grown up. He can feed himself and usually manages to dress himself. Though I did take a three hour air conditioning and darkness break (where they were showing Cowboys & Aliens) I wasn't thinking about the entertainment the air conditioning company was providing. I was trying to figure out who the hell was responsible. I thought it was the religious zealot and I was so wrong. So very wrong. Oh the dialog! So good. The foreshadowy poem! Lovely and creepy! I kept flipping back to it to try and figure out how the next person was going to be offed! It was wonderful! And it was so satisfying that these people who didn't technically kill anyone were getting what they really deserved! There's a reason this is the best selling mystery book ever. I'm so glad I read it and I'm also very glad I didn't get a copy of this book with the original title. This one is better. I'm going to go watch that episode of Doctor Who with Agatha Christie and the killer space bee (seriously folks... Killer. Space. Bee).,2,2020-07-22 18:16:00
556,3882435,fvptdf,The first novella "Somewhere a Band is Playing" was okay it just left me wanting. The second novella though ("Leviathan '99") was actually really good. The dialogue and description in it where absolutely beautiful. "Leviathan '99" is also basically Moby Dick lite which was really nice.,5,1956-12-05 21:31:58
557,18488643,kinski85,Original review here: http://offbeatvagabond.blogspot.com/2013/12/release-day-review-giveaway-desire.html There are not enough cold showers in the world to brace you for this one. I love the concept of this book. It is very sexy and exhilarating. Wilde really knows how to drive you crazy. I loved this book a lot and I am really anticipating book 2 especially with that ending. I really liked Jade. Her personality was very strong and aggressive. Not to mention she is quite cocky at times but she has a right to be. She is so good at her job of being a Seductor. As a Seductor she seduces or has sex with men to gain secrets for clients. It could be diamonds incriminating photos or top secret files that could have very sensitive information. She doesn't care about the who or the why she just gets the job done and she is the best at it. Then she is given the biggest mission her company has come across. She has to get close enough to a man named Oliver to steal information from his hard drive that contain the blueprints to nuclear weapons. I loved Oliver. That man can easily turn me to jelly. When I heard the mission I was expecting someone crazy or evil but he was nothing like that. He was uber sexy and fun. I love the chemistry he builds with Jade. He slowly starts breaking down Jade tough exterior even though she was very reluctant. He is an assignment he shouldn't be anything more. But he is very careful about who he shares his work with. He knows the risk and it is a family business. Jade sees this but she knows she must get the job done even if she is falling for him. I really loved the concept. Seductors are on board for ten years they are not allowed out of their contracts any earlier than that or it can lead to terrible consequences. But Jade loves her job enough she knows the ten years will be easy If you don't complete a mission someone will take care of it and then kill the target. Jade never thought she would fall for a target but Oliver is nothing like the men she has been assigned to. She knows that falling for him will be an awful mistake for them both. She never thought it would be a problem but now she isn't so sure. This book is very full of sex scenes and I loved them all. Do not read this while at work you will regret it. But it is definitely worth reading. The characters are strong and memorable. I also love the amount of emotion in this book as well. You really feel a connection to Jade and her situation. It is truly terrible and you will feel for her. I enjoyed this book so much. The second book can't get here fast enough. I need more. Again that ending. Oh my goodness. You got to check this out you will definitely fall in love.,4,2006-06-16 09:09:25
558,26449337,bona,O,5,2018-03-13 03:24:05
559,18698287,nastyaasta,SM,5,2006-08-15 12:00:40
560,3312548,Sugars,O,3,2017-02-23 00:40:08
561,33667101,ltdtg,*I received a free copy of the eBook in exchange for an -honest- review* 1920s Italy and supernatural creatures. What more could a girl want? ...Apparently a lot. I don't know what it was about this book but I just did not get into it at all. I had no connection to any of the characters and absolutely zero emotion towards any of the events happening in the plot. If I'm being totally honest I probably half-assed skimming through 75% of this book kinda like if I had to read a chapter in a textbook for school. There are a few reasons why I didn't really get into this book. I might be forgetting a few things but these were the biggest things that jumped out at me: --The beginning I felt was pretty confusing which made the rest of the story pretty hard to get into --The alternating chapters really did not help my confusion at all --There are SO MANY characters. Like maybe I'm crazy but I feel like there were literally a hundred. That coupled with the alternating chapters really did not help the impression I got from this book. Overall this book was just really disappointing. I feel bad because I received a free copy from the author but I always try to be as honest in possible in my reviews and it'd be really hard to write a gushing 5-stars review even if I wanted to. I'm giving it two stars instead of one because it really is a neat plot idea and maybe others will like the orchestration better than I did but that's about as much as I can offer.,1,1985-05-07 10:19:06
